	Name	Info	Website	Year of foundation	Category	Province	Town
507	Webpage.ly	Webpage.ly is the world's first AI powered On-Page SEO solution. It uses advanced machine learning, natural language processing and generation to automatically optimize web pages to the best possible search terms and manages your ongoing On-Page SEO efforts for you.	http://www.webpage.ly/automated	Founded in 2015			
508	Wherego	AI solution to Trip Planning and travel data intelligence	https://wewherego.com	Founded in 2015			
509	Whirlscape	Whirlscape high-tech startup with roots in human-computer interaction (HCI) and advanced machine learning/computational linguistics.	http://minuum.com	Founded in 2012			
510	WinterLightLabs	We have created a robust processing pipeline that extracts over 400 variables from a short sample of speech, both from the acoustics of a person’s voice and the automatically generated transcript of the words being communicated. Voice acoustics include measures of pause rate, duration and type, as well as features imperceptible to humans, such as spectral coefficients related to articulator motion. Lexicosyntactic variables assess the types of words used and the complexity of sentences, while semantic measures quantify information content. Combining these features with machine learning algorithms allows us to distinguish between healthy and impaired speech patterns.	http://www.winterlightlabs.com	Founded in 2015			
511	Worthwhile PLC	We build self-sufficient, sustainable automated communities that build high-quality low-cost export wealth while we sleep.	http://csq1.org/worthwhile-ventures/	Founded in 2015			
512	Worx-Inc.	"Worx-Inc. created a Machine Learning SaaS in 2014 that enables engineering &amp; manufacturing users to be constantly connected to their projects, files, teams &amp; tasks without the need for costly and complicated systems and training."	http://www.productiiv.com	Founded in 2010			
513	Wriber	Wriber, a Canadian company, develops content creation software to help companies and PR agencies create marketing content more effectively.	http://wriber.com	Founded in 2012			
514	Wrnch	wrnch teaches game engines to see. Wrnch provides computer vision tools and middleware to help create amazing AR applications.	https://wrnch.com/	Founded in 2015	Vision par ordinateur / Affichage intelligent	QC	Montréal
515	Wysdom	Wysdom.AI offers a mature multi-channel enterprise cognitive care solution to deliver fast, effective and personalized answers to customer questions.</p>	http://www.www.wysdom.ai	Founded in 2014			
516	Xanadu	Xanadu's ultimate goal is to provide quantum on demand to enable significant computational improvements over the best classical methods to solve really tough real-world problems. Xanadu has amalgamated leading scientists and professionals to pair academic research with industry veterans to develop a massively scalable venture.	http://www.xanadu.ai/	Founded in 2016			
517	Xesto	Xesto is a Platform as a Service (PaaS) for gestural recognition. They take care of the analysis, storage, and distribution of gestural recognition data and algorithms while increasing accuracy and decreasing latency. No math, no hassle. Just click, record, and write 3 lines of code.	http://www.xesto.io	Founded in 2014			
518	Xtract Technologies	Developer of machine learning technologies for business application. Xtract Technologies is developing next generation deep learning technology with 8 PhDs. The company is operating in stealth mode.	https://www.xtract.ai/	Founded in 2016			
519	Yactraq Online	Provider of an audio mining and speech analytics platform. The company offers industry specific services that translates audio, video, and text streams into relational data that provides insights and results.	http://www.yactraq.com	Founded in 2010			
520	YouLoox	YouLoox is scientific research and development center of innovative hardware, software, electronics and business processes	https://www.linkedin.com/company-beta/10040742/	Founded in 2014			
521	Youneeq	Provider of a predictive analytics platform. The company provides a platform which uses machine learning predictive algorithms to personalize content, create behavioral based persona data and demand driven publishing opportunities.	http://www.youneeq.ca	Founded in 2011	Analyse de contenu / Système de recommandation / Traitement automatique de langage naturel	QC	Montréal
522	Yugo	Yugo is a ridesharing marketplace for college students that uses machine learning and economic principles to ensure the most affordable, and user friendly ridesharing experience - every time.	https://rideyugo.com	Founded in 2017			
523	ZEITDICE	Since 2015 we have invented the ZEITDICE timelapse photography camera that makes it super easy for anybody to capture long periods of time and experience the fascinating stories that are revealed by our devices.	http://www.zeitdice.com	Founded in 2015			
524	ZenHub	Through a powerful extension, ZenHub is the only collaboration solution that integrates natively in GitHub – creating a single source of truth for the entire company. Thousands of companies like Comcast, Microsoft, Adobe, and NASA's Jet Propulsion Lab use ZenHub to focus on what they do best.	http://zenhub.com	Founded in 2013			
525	ZenXMed	"""OpenXMed"" will revolutionize the medical information industry by providing the first open-access, cloud-based, software platform to empower physicians to make the best diagnostic and treatment decisions for their patients. The platform will attract a captive audience of worldwide physicians through rich content created by physician thought-leaders, and through an excellent UX experience. The platform will incorporate machine learning tools in its algorithms."	http://www.ZenXMed.com	Founded in 2016			
526	Zighra	Zighra, a mobile security company recognized by the Canadian digital media network as one of the top three Globalizer's for 2013, provides effortless, automatic, and instantaneous user recognition by adding an invisible security layer to mobile authentication.	http://www.zighra.com	Founded in 2009			
527	Zoom.ai	Zoom.ai grew out of the need to minimize distractions at work from menial tasks that limit productivity. Ava Zoom is an automated virtual assistant that helps customers offload menial tasks, such as meeting scheduling, meeting preparedness, introductions, and travel logistics.	http://www.zoom.ai	Founded in 2016			
